price,bhk,area_sqft,parking
21500000.0,5.0,1400.0,0.0
49000000.0,4.0,3600.0,1.0
15500000.0,4.0,1400.0,0.0
17000000.0,4.0,1400.0,0.0
13899999.999999998,3.0,1150.0,0.0
10000000.0,3.0,720.0,1.0
5076000.0,3.0,950.0,0.0
14000000.0,4.0,1400.0,0.0
14000000.0,4.0,1400.0,0.0
9000000.0,3.0,1400.0,0.0
61900000.00000001,5.0,1400.0,0.0
30000000.0,4.0,1400.0,0.0
95000000.0,4.0,1400.0,0.0
11100000.000000002,4.0,1400.0,0.0
2700000.0,2.0,1400.0,0.0
10500000.0,2.0,756.0,0.0
35000000.0,3.0,1400.0,0.0
2000000.0,4.0,1400.0,0.0
3000000.0,2.0,1400.0,0.0
30000000.0,4.0,1400.0,0.0
1800000.0,4.0,1400.0,0.0
12000000.0,4.0,1400.0,0.0
21000000.0,4.0,1400.0,0.0
8000000.0,4.0,1400.0,0.0
70000000.0,4.0,1400.0,0.0
9000000.0,4.0,1400.0,0.0
6500000.0,4.0,1400.0,0.0
12500000.0,4.0,1400.0,0.0
17500000.0,3.0,1100.0,1.0
40000000.0,4.0,1400.0,1.0
25000000.0,3.0,1700.0,1.0
7000000.0,2.0,1000.0,1.0
25000000.0,3.0,1400.0,0.0
17000000.0,3.0,1125.0,0.0
2200000.0,2.0,1400.0,0.0
10000000.0,4.0,1400.0,0.0
9000000.0,4.0,1400.0,0.0
24000000.0,4.0,2660.0,1.0
52000000.0,4.0,2050.0,1.0
137500000.0,4.0,1400.0,0.0
43200000.0,4.0,1400.0,0.0
140000000.0,5.0,3700.0,0.0
17500000.0,4.0,1400.0,0.0
46000000.0,4.0,1400.0,0.0
37500000.0,3.0,1400.0,0.0
22500000.0,4.0,1400.0,0.0
30000000.0,4.0,1400.0,0.0
65000000.0,3.0,1400.0,0.0
7250000.0,2.0,720.0,1.0
7000000.0,3.0,1400.0,0.0
30000000.0,4.0,1400.0,0.0
28500000.0,3.0,1800.0,0.0
26000000.0,3.0,1400.0,0.0
15500000.0,4.0,1400.0,0.0
12000000.0,3.0,1400.0,0.0
22000000.0,4.0,1400.0,0.0
2700000.0,3.0,1400.0,0.0
3500000.0,4.0,1400.0,0.0
45000000.0,4.0,1400.0,0.0
4723000.0,4.0,1400.0,0.0
2400000.0,3.0,1400.0,0.0
35000000.0,3.0,1400.0,0.0
3500000.0,3.0,1400.0,0.0
12000000.0,4.0,1400.0,0.0
11600000.0,3.0,1400.0,0.0
130000000.0,4.0,1400.0,0.0
7500000.0,1.0,450.0,0.0
12500000.0,4.0,1400.0,0.0
26800000.0,3.0,1421.0,1.0
26500000.0,4.0,1900.0,1.0
31000000.0,3.0,1900.0,1.0
6000000.0,3.0,1000.0,1.0
38500000.0,4.0,2000.0,1.0
15000000.0,3.0,1400.0,0.0
22000000.0,8.0,910.0,0.0
17500000.0,5.0,1400.0,0.0
22500000.0,3.0,1298.0,1.0
10000000.0,3.0,1400.0,0.0
22500000.0,4.0,1400.0,0.0
8000000.0,4.0,1400.0,0.0
10500000.0,4.0,1400.0,0.0
4500000.0,3.0,1400.0,0.0
21000000.0,5.0,1400.0,0.0
2400000.0,4.0,1400.0,0.0
2700000.0,3.0,1400.0,0.0
3500000.0,4.0,1400.0,0.0
3418000.0,4.0,1400.0,0.0
2700000.0,2.0,1400.0,0.0
3500000.0,4.0,1400.0,0.0
4160000.0,4.0,1400.0,0.0
12500000.0,4.0,1400.0,0.0
3500000.0,4.0,1400.0,0.0
23500000.0,4.0,1400.0,0.0
2823000.0,4.0,1400.0,0.0
